,AF3 Mean,AF3 Peak_to_Peak_Time,AF3 Peak_to_Peak_Slope,AF3 Mobility,AF3 LAR,AF3 Beta_Power,AF3 Gamma_Power,AF4 Mean,AF4 Peak_to_Peak_Time,AF4 Peak_to_Peak_Slope,AF4 Mobility,AF4 LAR,AF4 Beta_Power,AF4 Gamma_Power,F7 Mean,F7 Peak_to_Peak_Time,F7 Peak_to_Peak_Slope,F7 Mobility,F7 LAR,F7 Beta_Power,F7 Gamma_Power,F3 Mean,F3 Peak_to_Peak_Time,F3 Peak_to_Peak_Slope,F3 Mobility,F3 LAR,F3 Beta_Power,F3 Gamma_Power,F4 Mean,F4 Peak_to_Peak_Time,F4 Peak_to_Peak_Slope,F4 Mobility,F4 LAR,F4 Beta_Power,F4 Gamma_Power,F8 Mean,F8 Peak_to_Peak_Time,F8 Peak_to_Peak_Slope,F8 Mobility,F8 LAR,F8 Beta_Power,F8 Gamma_Power,FC5 Mean,FC5 Peak_to_Peak_Time,FC5 Peak_to_Peak_Slope,FC5 Mobility,FC5 LAR,FC5 Beta_Power,FC5 Gamma_Power,FC6 Mean,FC6 Peak_to_Peak_Time,FC6 Peak_to_Peak_Slope,FC6 Mobility,FC6 LAR,FC6 Beta_Power,FC6 Gamma_Power,T7 Mean,T7 Peak_to_Peak_Time,T7 Peak_to_Peak_Slope,T7 Mobility,T7 LAR,T7 Beta_Power,T7 Gamma_Power,T8 Mean,T8 Peak_to_Peak_Time,T8 Peak_to_Peak_Slope,T8 Mobility,T8 LAR,T8 Beta_Power,T8 Gamma_Power,P7 Mean,P7 Peak_to_Peak_Time,P7 Peak_to_Peak_Slope,P7 Mobility,P7 LAR,P7 Beta_Power,P7 Gamma_Power,P8 Mean,P8 Peak_to_Peak_Time,P8 Peak_to_Peak_Slope,P8 Mobility,P8 LAR,P8 Beta_Power,P8 Gamma_Power,O1 Mean,O1 Peak_to_Peak_Time,O1 Peak_to_Peak_Slope,O1 Mobility,O1 LAR,O1 Beta_Power,O1 Gamma_Power,O2 Mean,O2 Peak_to_Peak_Time,O2 Peak_to_Peak_Slope,O2 Mobility,O2 LAR,O2 Beta_Power,O2 Gamma_Power,label
0,7.33979206302138e-08,-1.26052952964528e-07,1.42208463671523e-07,-4.78682089521953e-08,-2.10620115126403e-07,4.53152381396649e-07,2.77635592738079e-07,5.62451454300117e-08,-2.07428897169848e-07,-1.27648547731951e-07,-2.77286574146274e-07,4.94638143777593e-08,4.42780923037844e-08,1.05310057563202e-07,31454.0,0.0036020309198647,2145.0,0.0751418769359589,42.0,12.7882804870605,869.0,0.246507287025452,1501.0,0.702081918716431,16913.0,0.0101676918566227,51.0,5.88796091079712,19173.0,0.0093050999566912,83.0,3.1375949382782,8219.0,0.0289858318865299,15255.0,0.0281497184187174,1567.0,0.0991736799478531,10279.0,0.0225227214396,443.0,0.330791473388672,0.760470330715179,0.674445271492004,0.555002868175507,0.696847021579742,0.355572104454041,0.752437949180603,0.669192552566528,0.779083132743835,0.554828107357025,0.627432227134705,0.483133018016815,0.711293578147888,0.634578466415405,0.804718554019928,67.4095993041992,21.0977954864502,2.39974403381348,56.8634223937988,68.9808807373047,234.299468994141,231.422576904297,315.278472900391,67.2223434448242,122.529182434082,7.68086338043213,140.564147949219,212.328750610352,44.4305458068848,553390.0,108827.640625,511607.84375,132642.40625,670693.9375,113044.25,932647.0,140773.28125,828870.1875,185554.90625,1159056.125,143361.625,1198284.75,142783.0,1396353.25,77356.4296875,1079366.5,159407.875,1483722.25,70244.3125,1490864.25,65932.96875,585187.6875,128157.40625,993254.75,98269.296875,801440.4375,205558.203125,1
0,-2.71253171035823e-08,5.98352585257089e-08,-9.57364179043907e-08,6.22286719931253e-08,-6.382427919504611e-09,6.22286719931253e-08,5.90374575892838e-08,3.1912139597523e-09,-9.69331210853852e-08,-1.32435374666784e-07,5.58462431854423e-08,-4.42780923037844e-08,-6.382427919504611e-09,1.12321998813059e-07,22031.0,0.0038533329498022,21679.0,0.0053147091530263,20.0,13.3152713775635,2086.0,0.0579724386334419,27518.0,0.0058112130500376,982.0,0.114382915198803,1002.0,0.161471322178841,44.0,2.95531010627747,11715.0,0.0175225324928761,28064.0,0.006957734003663,16936.0,0.0205062739551067,4537.0,0.0290650799870491,26390.0,0.0212551150470972,19526.0,0.0048313969746232,0.922861516475677,0.744117438793182,0.679347634315491,0.776369750499725,0.804381430149078,0.892746150493622,0.780127942562103,0.88529497385025,0.558484673500061,0.675289928913116,0.512585520744324,0.784525990486145,0.50793981552124,0.894160389900208,759.340026855469,483.645721435547,71.0829315185547,354.317352294922,526.5068359375,413.331329345703,358.7861328125,473.109039306641,163.551025390625,58.3547286987305,127.523445129395,565.579284667969,97.464973449707,116.377685546875,323900.875,235484.375,264573.125,141012.734375,354420.84375,178924.484375,704306.3125,141160.375,701691.0,133540.03125,1227631.25,136760.34375,1210801.5,139103.15625,1232886.375,115475.8125,1207926.875,149621.96875,1451363.75,135034.15625,1349173.25,112657.953125,678754.625,247690.40625,640136.125,224967.9375,463080.0,147945.703125,2
0,-3.55022535813987e-08,-7.02067026736586e-08,1.5956069798761502e-09,3.98901747189484e-08,3.38268677069209e-07,-3.59011558259681e-08,2.71253185246678e-07,3.01569713201388e-07,3.87732484341541e-07,-1.8429260251196e-07,-4.85662852156565e-08,1.27648547731951e-07,-3.15930179795032e-07,-5.26550287816008e-08,21291.0,0.005189798772335,5145.0,0.0210512764751911,39.0,13.5026178359985,74.0,1.76743173599243,5288.0,0.189812943339348,106.0,2.17400789260864,128.0,1.1749439239502,3443.0,0.042685866355896,72.0,4.42269134521484,70.0,2.79914307594299,50.0,11.4567422866821,1545.0,0.115636512637138,33133.0,0.0074041206389665,100.0,1.06507337093353,0.819254279136658,0.834027647972107,0.571162104606628,0.773238658905029,0.376264780759811,0.805195331573486,0.822884500026703,0.934608936309814,0.543342888355255,0.724783480167389,0.526288747787476,0.841866552829742,0.628792762756348,0.832405507564545,537.818115234375,176.612411499023,57.4911689758301,57.3464546203613,42.8880653381348,272.922698974609,51.3325386047363,62.4269790649414,34.2066230773926,52.822021484375,5.72961187362671,70.7408752441406,38.2815589904785,210.967559814453,274132.3125,146732.46875,193836.90625,174000.171875,277688.3125,123955.7578125,582014.9375,102769.4296875,746272.5,110204.8125,1124631.125,126244.2265625,1035711.0,119043.9375,886021.9375,179330.3125,1113708.25,121048.203125,1217757.25,136099.390625,1094687.875,112686.390625,798506.5625,180011.140625,258608.875,177441.875,188112.875,146802.65625,3
0,9.39413595801852e-08,2.79231215927211e-08,-7.41957251193526e-08,1.08501268414329e-07,-3.66989603151069e-08,4.46769945483538e-08,-1.9386624217077e-07,6.70154918225307e-08,-9.69331210853852e-08,-1.72325542280305e-07,1.3283427335864e-07,-6.40237303173308e-08,-1.30839765688506e-07,-7.12039565087252e-08,6727.0,0.0198406092822552,15870.0,0.0081087071448564,19524.0,0.0052510695531964,858.0,0.150857001543045,5674.0,0.0303464364260435,1004.0,0.134578570723534,82.0,1.82537806034088,29529.0,0.0037409565411508,83.0,3.90834403038025,2826.0,0.0684595108032227,60.0,3.74388027191162,1058.0,0.135510638356209,6805.0,0.0208389516919851,1035.0,0.13290236890316,0.843079268932343,0.922010540962219,0.865936160087585,0.841853082180023,0.80897581577301,0.911554396152496,0.809222400188446,0.934787273406982,0.564261794090271,0.704409778118134,0.607002973556519,0.823055386543274,0.808900833129883,0.83774596452713,442.296417236328,19.0772933959961,787.404907226562,43.0418434143066,75.5873260498047,15.3719425201416,33.0601959228516,646.09033203125,21.5059680938721,64.9875717163086,30.3459453582764,41.2677764892578,76.7850723266602,43.8884086608887,237673.15625,320698.03125,242429.03125,255846.1875,218717.65625,262410.71875,486626.5625,329064.34375,669484.75,244529.125,1032474.4375,153863.28125,939756.5,191510.921875,1116081.375,93021.40625,1101347.0,162532.203125,1520664.25,89171.2265625,1253584.875,122963.03125,974332.125,111817.9609375,238225.140625,351222.25,258890.0,348090.8125,4
0,-5.14583220478926e-08,7.03064273466225e-08,-1.69134338534604e-07,-1.13288095349162e-07,4.98627166223287e-08,2.52105905929056e-07,7.81847404596192e-08,9.09495980749853e-08,-1.35826041969267e-07,-2.55297116780184e-08,-6.06330630148477e-08,6.70154918225307e-08,-1.23659532391684e-07,-4.3879190059215e-08,19837.0,0.0092494310811162,146.0,0.945715069770813,5129.0,0.0262739155441523,25287.0,0.0072486861608922,23173.0,0.0071315895766019,4388.0,0.0390801355242729,11963.0,0.0146681871265173,24551.0,0.0069333151914179,9091.0,0.022465318441391,14419.0,0.0123918578028679,29370.0,0.0059702876023948,14973.0,0.0118840737268329,10957.0,0.0155255068093538,19837.0,0.0095277074724435,0.783061802387238,0.867547154426575,0.884757041931152,0.79699319601059,0.862195372581482,0.721314013004303,0.823643624782562,0.74434232711792,0.800122559070587,0.761368453502655,0.819815397262573,0.731594860553741,0.86380809545517,0.760907590389252,69.5354385375977,92.0320434570312,168.651138305664,8.14342498779297,319.511108398438,8.36187267303467,9.84126949310303,69.7274856567383,7.91202545166016,67.5388793945312,14.4497900009155,67.5776977539062,271.322662353516,74.2282104492188,1191013.0,123809.265625,990488.75,236788.4375,925061.6875,270933.9375,1406925.5,172220.734375,1070631.75,165720.0,1285332.5,191378.125,1151843.5,218715.09375,1254113.75,115823.7265625,1259647.0,183345.5625,1241774.0,119994.5078125,1323965.375,105230.0,1268110.5,120494.1171875,1184371.25,154970.5,1245565.875,124783.625,1
0,-1.98653069105603e-07,-1.22861735007973e-07,1.75317310890932e-07,4.16852294904402e-08,-9.09495980749853e-08,1.02019114933682e-07,-1.21266126029695e-07,-1.34878646917969e-07,-1.12490290860023e-07,-2.65668546717279e-07,1.35427143277411e-07,5.1857224292462e-08,-1.41809564979667e-07,-1.24656793332178e-07,20.0,7.73379373550415,11829.0,0.0129586514085531,11613.0,0.0139839118346572,17275.0,0.0102729871869087,710.0,0.236405342817307,13029.0,0.0160775817930698,10140.0,0.0178814325481653,15.0,10.9355592727661,9149.0,0.0208926163613796,15.0,11.0626630783081,5106.0,0.029686700552702,20.0,8.90764904022217,4882.0,0.0293495394289494,6424.0,0.0222467612475157,0.808039724826813,0.960253357887268,0.980809271335602,0.778926372528076,0.952976405620575,0.737967491149902,0.855311691761017,0.770407855510712,0.847288548946381,0.7744140625,0.817645490169525,0.736502885818481,0.918615520000458,0.808630168437958,311.986206054688,610.9384765625,392.599456787109,197.346633911133,378.663330078125,175.856033325195,225.723037719727,305.264038085938,194.014739990234,294.623901367188,175.917922973633,282.043090820312,361.042938232422,361.688629150391,1570698.25,57687.609375,1078054.625,205041.875,1045778.1875,244731.828125,1411718.25,182649.03125,1027929.375,191141.0,1405743.625,201708.875,1253602.875,214872.78125,1558480.625,63009.51953125,1331337.375,189236.71875,1570426.5,62962.8828125,1558218.75,69013.4375,1572162.75,60362.890625,1119817.0,157931.140625,1625123.125,55261.5234375,2
0,1.85090399895671e-07,-1.64995725526751e-07,-1.58762887281227e-07,1.01719940914791e-07,-1.49987045006128e-07,-6.54198828442532e-08,5.74418486110062e-08,2.33357511092436e-07,-2.27373988082036e-07,1.17127520127269e-07,-2.09822317742692e-07,1.80702485863549e-07,2.39341044760977e-08,-7.06056084709417e-08,2205.0,0.0492273718118668,2637.0,0.0542052835226059,16246.0,0.0098463986068964,4734.0,0.0593730509281158,3952.0,0.0350936725735664,4734.0,0.0564046502113342,4739.0,0.0359177403151989,20706.0,0.0052928342483937,4734.0,0.0467401519417763,21550.0,0.0050757648423314,11109.0,0.0102173192426562,20706.0,0.0055133663117885,2340.0,0.0739626586437225,4369.0,0.0243768524378538,0.921826183795929,0.921447277069092,0.90057247877121,0.796159207820892,0.915267467498779,0.762115716934204,0.843137383460999,0.886596441268921,0.776729762554169,0.88058078289032,0.902264595031738,0.873703002929688,0.900440037250519,0.907944619655609,297.167633056641,196.662414550781,422.788848876953,34.4297752380371,488.238861083984,35.5829124450684,54.8656387329102,284.766265869141,42.1306304931641,280.648681640625,440.192504882812,271.880462646484,156.54508972168,473.27001953125,1569688.0,43282.94140625,1121841.0,201965.609375,1089417.625,198018.515625,1487694.0,181982.25,1067279.75,210042.625,1389410.75,205487.9375,1333507.625,216109.875,1564660.0,49875.2578125,1368660.875,204187.765625,1545672.25,58585.26953125,1589587.5,61518.3125,1564185.75,52499.3828125,1187805.25,158683.4375,1600105.0,49655.5234375,3
0,-1.74718962853149e-07,-4.54747990374926e-08,-1.49987045006128e-07,-1.28446359326517e-07,-1.7551676023686e-07,1.65943120578049e-07,2.71253185246678e-07,-1.62751902621494e-07,4.02890734108041e-08,-3.2709942843212e-07,-1.15282603019295e-07,-6.22286719931253e-08,-7.09546483790291e-08,2.23384972741769e-08,20403.0,0.0083927530795335,9648.0,0.0220379512757063,8816.0,0.0128237465396523,1695.0,0.165414243936539,41.0,2.88236117362976,1694.0,0.172613114118576,13266.0,0.0193002168089151,28715.0,0.0060477955266833,2870.0,0.0930507257580757,24535.0,0.0072891237214207,11066.0,0.0136102745309472,18013.0,0.0104315923526883,36.0,13.0565223693848,3397.0,0.047082643955946,0.691720008850098,0.799627423286438,0.920768737792969,0.627928853034973,0.913954198360443,0.625719249248505,0.765986144542694,0.668310463428497,0.669661819934845,0.657374441623688,0.773722589015961,0.636995851993561,0.765552461147308,0.723702251911163,202.061325073242,45.064266204834,100.130699157715,32.6785011291504,312.692169189453,31.0950126647949,35.937126159668,100.49242401123,35.5223808288574,150.158325195312,223.097869873047,268.750946044922,64.8047027587891,462.196197509766,1188233.625,119199.046875,1158805.375,216259.625,977306.4375,262930.15625,1368276.5,206943.8125,1068593.875,182616.53125,1399484.75,191767.3125,1311844.25,232785.625,1274697.0,102622.734375,1268827.0,243153.5625,1261822.75,97029.3984375,1318431.25,141287.28125,1300671.125,95887.0,958040.875,210070.640625,1268513.5,110372.5703125,4
0,2.97281502525948e-07,7.4993522503064e-08,-4.14857801445123e-08,-7.04061591250138e-08,2.23783871433625e-07,2.32160815016869e-07,-1.11692486370885e-08,9.09495980749853e-08,-2.01046475467592e-07,1.47593638644139e-07,2.52105905929056e-07,-8.35699154322356e-08,6.86111008008083e-08,7.10045071627974e-08,20.0,10.2750625610352,31.0,8.07613277435303,18846.0,0.0161187797784805,41.0,4.71590948104858,13125.0,0.0115933082997799,100.0,3.94271922111511,4580.0,0.0441246181726456,8240.0,0.0263783615082502,26259.0,0.0070554404519498,8240.0,0.0255432836711407,40.0,4.75275850296021,87.0,3.77058148384094,27.0,7.03225755691528,25.0,6.69105815887451,0.719021916389465,0.829713881015778,0.750544369220734,0.851024031639099,0.809712588787079,0.595127701759338,0.839934706687927,0.747398912906647,0.800752758979797,0.739842772483826,0.801515340805054,0.629050731658936,0.793221771717072,0.839416205883026,293.64453125,28.1122493743896,143.49430847168,58.9661140441895,74.6408462524414,21.093921661377,46.3788070678711,251.623184204102,51.7248497009277,259.320220947266,8.39982986450195,32.013370513916,291.886291503906,335.583862304688,1080469.375,232727.609375,923506.1875,172262.328125,898856.3125,191494.109375,941042.625,341401.0,966144.25,201975.84375,1515158.875,192998.671875,1209191.25,198116.046875,1305420.25,236276.234375,1240847.0,208803.640625,1280032.125,237209.0625,1211896.75,202402.25,1318954.125,226941.28125,1223129.75,227576.796875,1096391.125,197750.0,1
0,1.12141250951936e-07,1.91472828703354e-08,4.46769945483538e-08,2.87209243055031e-08,1.02118846712074e-07,-2.68061967290123e-07,-7.98800741108607e-08,8.77583801184301e-08,2.18598145806936e-07,-2.00248663873026e-07,1.4520023228215e-07,-5.50484386963035e-08,2.06306992822647e-07,-1.85888211490237e-07,18871.0,0.0114452559500933,174.0,1.10228931903839,84.0,2.41240429878235,29865.0,0.0052589168772101,12560.0,0.0134511571377516,105.0,3.78654861450195,68.0,3.08057904243469,15778.0,0.0130896521732211,15344.0,0.013391999527812,15777.0,0.0134263653308153,2843.0,0.076682448387146,2863.0,0.0948072746396065,18878.0,0.0090288883075118,12560.0,0.0118869850412011,0.75934374332428,0.963081836700439,0.796439588069916,0.942589998245239,0.844983041286469,0.600298047065735,0.823846518993378,0.81342875957489,0.750650703907013,0.803399205207825,0.80560976266861,0.654449760913849,0.869618892669678,0.887781262397766,27.0312461853027,23.2493209838867,24.6554107666016,34.8429794311523,487.419097900391,9.66831970214844,20.9249401092529,68.3858337402344,179.018478393555,61.913158416748,18.2531051635742,14.2054538726807,29.2541255950928,510.026641845703,1015574.875,129951.0546875,761340.875,133915.4375,847538.5,165644.71875,1114099.75,198432.625,997200.1875,140375.90625,1696149.625,119579.3515625,970315.6875,236208.46875,1283031.75,147233.0625,1000626.3125,303205.5,1214763.0,146986.078125,970618.5,254359.796875,1567404.125,152839.328125,1139845.375,163712.4375,1039337.0,165248.46875,2
